Id_Negocio,Nombre,Id_Ciudad,Direccion,Latitud,Longitud,Estrellas,Id_Categoria,Num_Reviews
4s4KAGJgtpZn9cgtdWcOmw,"Steak ’n Shake",6,"4501 S Emerson",39.7016,-86.082,2,1,67
4s7cFr4U7J7eYnwa3Suzfw,"Alfredo Tacos",524,,39.6029,-119.777,3,1,6
4S8nErLNlZkyt6zUC40B6g,"Benjamin S Schneider DMD",380,"122 N York Rd, Ste 2",40.18,-75.105,5,2,7
4S8STs1At7GJkJ2kDAAD4g,"Diamond Shine Mobile Detailing",21,"518 W Figueroa St",34.4168,-119.709,4.5,3,10
4S8Vh4qWrfcadRF2brIEgA,"RyRy's Chicken And Waffles",13,"11124 N 30th St",28.0493,-82.4267,4.5,1,75
4samvXp8jtwYn_qU_10g2A,"Music City Brisket",8,,36.1524,-86.7894,5,1,25
4sD9H1GhMIq0KEWBQ0OOHg,"Swiss Donair",12,"8308 144 Avenue NW",53.6071,-113.469,4.5,1,77
4Sg2xdiPgNjWCaYvGYotyw,"Monarch Beverage Co Inc",6,"9347 Pendleton Pike",39.8445,-86.0032,3.5,1,6
4sH06vFAxbmp1HkSUsmJWg,"Travelodge by Wyndham Tucson AZ",4,"1000 South Freeway",32.2094,-110.981,1.5,5,15
4SHnvLOw_WrwfTRNPGuikA,Wish,16,"400 N Peters St",29.9545,-90.0642,4,4,30
4SNBjMscoQl7olFT7kgJXw,"Papa John's Pizza",41,"3021 Mallory Lane, Suite 105",35.9458,-86.8203,2.5,1,12
4SpzVEc2FNJi4P1PG5M1Lw,"Old Millstream Inn",265,"912 S Main St",38.7745,-90.4844,3.5,5,129
4sQJTQwK_idwYjFgtr12VA,"Country Fair Chocolates",287,"93 S Main St",40.3613,-74.9505,2.5,1,38
4sQQQcFtPwV1MO2NiLJFvQ,"Baskin Robbins",171,"170 E Main St, Ste E",36.3087,-86.6066,3,1,5
4SRl5od0lY33oK1GMbA23A,Husk,8,"37 Rutledge St",36.1552,-86.7699,4,1,1559
4SrRo_d3ta_XCWplOFXPlA,"Jacoub's Cigar & Tobacco Outlet",274,"16 E Hinckley Ave",39.8796,-75.3224,4,4,6
4ST_P5R95R4bgavriXRI4w,"Italian Peoples Bakery",113,"1142 Woodbourne Rd",40.1656,-74.876,2.5,1,25
4SW6d-MD7i1rrKIE__Oz7g,"South Street Bridge Window Tinting",1,"1306 S Warfield St",39.9382,-75.1994,5,3,6
4Swe6ml_YkXPQ-ef22to0A,"Cafe Lombardi's",329,"294 Horsham Rd",40.1807,-75.133,4,1,138
4szHWZ5kziAlEke8boqLWg,"Motel 6",536,"2431 Old Country Inn Dr",38.6145,-90.0497,2.5,5,27
4T_zefcT0Fbz_9KvsLQc5Q,"Boston Market",150,"9203 US Hwy 19",28.2908,-82.7113,3,1,6
4t1VMmixGuvj6jKhWGLVWg,McDonald's,12,"16940 127th Street NW",53.6319,-113.542,2.5,1,7
4t3yeXmkrMaJruCWA0H8DA,"Saxbys Temple Fox",1,"1810 N 13th St",39.9807,-75.1555,4,1,6
4t4_DEnGMWarm_y8xQwqBA,"Parks Alfa Romeo Fiat of Wesley Chapel",58,"28647 State Rd 54",28.2388,-82.3423,4,3,11
4T8dsk4lvfpdHSrWuRAKdA,Starbucks,12,"11625 Kingsway Ave",53.5657,-113.521,2.5,1,7
4TbtZiChGQxJnpADVQyHlQ,"Good2Go Auto Insurance",216,,40.1481,-75.2839,1,3,7
4tIjXEOBR5Vhtc2JNyftxw,"Rita's Italian Ice",180,"958 County Line Rd",40.0213,-75.3252,3,1,15
4TiX60xnPbdsTG5aiwwjzg,"Reindeer Auto Relocation",254,"5100 Charles Ct",39.9419,-86.2459,3.5,3,159
4tJmaaIAG-rZrPF-2CpNEg,McDonald's,116,"9600 4th St N",27.8594,-82.6394,2,1,36
4tkG4x2_g7Xek2iS-Xa4ww,"Brooklyn Bedding",4,"7050 E Broadway Blvd",32.2166,-110.82,4,4,8
4tkJsi6j-HcEeePbpmXhcg,"E+ROSE Wellness Cafe of Brentwood",165,"700 Old Hickory Blvd",36.041,-86.7693,4.5,1,51
4tmO-LA8RpVa8m87_OaaTw,"I'll Pump You Up",2,"1111 Court St",27.9606,-82.791,5,4,5
4tnt0ePf2buwPimkci1ZDA,"Donelson Cycles",587,"9851 St Charles Rock Rd",38.7235,-90.3736,4.5,3,5
4TQ29XotXmnSXON3OcF2Hw,"Promax Performance",6,"30 Gasoline Aly, Ste A",39.7654,-86.2356,3,3,5
4tQi-YJNOlQiRcYTXOVPaA,"Knight Auto Air Conditioning & Speedometer",30,"8611 Manchester Rd",38.6128,-90.3442,5,3,7
4TQMOy00KD_54xSFwKgMZw,Ndulge,1,"4373 Main St",40.0258,-75.2244,3.5,1,15
4tqpwNDKO3-1akOzKTsTNA,"Porsche of Nashville",165,"1580 Mallory Ln",35.9757,-86.8056,4,3,32
4tROg_S6JJoXY0g24_pjNA,"Carmine's Pizzeria West Chester",81,"947 Paoli Pike",39.9709,-75.5873,2,1,10
4tS4tN7Ax3pXIibdufOssw,"H & J Food Truck",1,"3101-3199 Ludlow St",39.9545,-75.1859,3.5,1,13
4TTdq0wEBvacFYOxOGOnCg,"Williamsburg Dental, PC",179,"601 Williamsburg Dr",39.9606,-75.3564,5,2,14
4tUdl-S0VYeAdIDI21Jb1A,"Bonefish Grill",36,"25264 Sierra Center Blvd",28.1917,-82.397,4.5,1,11
4twLROmELOUQmdikioynnA,"Go Honda",12,"10220-184 St",53.5436,-113.64,2,3,26
4Txe_hrPksQku33_jOXGkg,"Woody's Fish Tacos",16,,29.9596,-90.077,3.5,1,11
4tyoxyxyCKpcRwkbyIizpw,"Schmear It",1,,39.9584,-75.1954,4,1,64
4u_FN69s_HeGCXYupnIscw,"Solario Cantina",8,"2800 Opryland Dr",36.2124,-86.6953,2.5,1,128
4U_ZLUJOhVLgweJAs7yRdw,"Stunkard John G OD",1,"301 S 8th St, Ste 1A",39.9499,-75.1466,2.5,2,6
4U0cvpHlcya4paLU2jJHJQ,Chili's,30,"East Terminal Arriving Dr St",38.7378,-90.3557,1.5,1,184
4u4njx79dMrXNhbRFHjG8A,"HK NOLA",16,,29.9451,-90.1261,3.5,1,22
4u566MKyoBGbrOM_82xWyg,"Midas Auto Service Experts",30,"13650 Manchester Rd",38.596,-90.4767,3.5,3,5
4U5O8o5vTVzOKN7PoAK40Q,"Main Line Auto Center",11,"15 Bala Ave",40.0015,-75.2288,4,3,8
4U9ZDOP64JBLg2arr46lew,"Yvonne’s Furniture",12,"12938-St Albert Trail",53.5882,-113.564,4,4,6
4UByKRseOwx4JxwXclCejQ,"Taxman CityWay",6,"310 S Delaware",39.7629,-86.1549,4,1,175
4uc7huVjfw0fjEgwd3Lpcg,"The Eastern Peak",8,"8121 Sawyer Brown Rd, Ste 201",36.0811,-86.9485,4,1,138
4uDKV1p3sFt66gGNjx18YQ,"Wok & Roll",712,"609 Beverly Rancocas Rd, Ste D",40.0134,-74.8752,3,1,10
4UMLMj7v-kVi_EXTCwu-1A,"Sun Suites of New Orleans",15,"1101 Manhattan Blvd",29.8991,-90.0623,2,5,9
4uoBXXD-PLpetfKKzifW3A,"J&M Discount Tire & Service Center",179,"600 Pkwy Dr",39.9619,-75.3398,3.5,3,16
4UOSOolbb1dtvxBmNIm0zQ,"Resellers Consignment Gallery",194,"480 Lancaster Ave",40.0366,-75.5641,3,4,18
4UPfkc3RWTdNVl_54XdilQ,"Marble's Southern Cookery",6,"2310 Lafayette Rd",39.7987,-86.2097,3.5,1,15
4uqRhXZTOzKF2ZhxbWzxfA,"Ulta Beauty",102,"2130 Fashion Center Blvd",39.6721,-75.6489,3.5,4,11
4usFP9GZkIhFIKnM4XFquQ,"Enterprise Rent-A-Car",41,"1900 Columbia Ave",35.8986,-86.8769,3.5,5,18
4uspKB1d3pGdgjOClA-UkQ,"Cajun Kitchen Cafe",21,"1924 De La Vina St, Ste A",34.4286,-119.716,4,1,234
4uSvwXB9rSijObRzZ-vMBg,"Dean Team Volkswagen of Kirkwood",30,"10205 Manchester Rd",38.6012,-90.3945,2.5,3,92
4UtvsfTmnEuvQTwPcNq71Q,"Simokaitis Francis, DDS",30,"3915 Watson Rd, Ste 102",38.5943,-90.3018,4,2,6
4UVsJ0CX20rmeC6CfC0reA,Wendy's,1,"1515 Chestnut Street",39.9512,-75.1658,2,1,54
4UvXw4_u1bnCMWyNuoau_A,"Shawa Joseph, DMD - Dental Care Center",7,"4792 Caughlin Pkwy, Ste 211",39.4833,-119.853,4.5,2,18
4ux_NVADCjbDmFT8CALKIQ,"Seattle Teriyaki",1,"1608 Sansom St",39.9505,-75.168,4.5,1,34
4UXA9y578vG94DIfoxLErQ,"Ateethi Locust",1,"930 Locust St",39.9472,-75.1572,4.5,1,9
4uXBZ50lZYQvS3S875J62w,"Marcia's Patisserie",41,"98 E Main St",35.9265,-86.8662,3,1,10
4UYK1ee_BPbnQBkLiUklug,"Office Depot",29,"1582 Gallatin Ave N",36.1944,-86.7439,2.5,4,7
4UZgIeaRWuOj3Z6LNMyaDA,"Morris House Hotel",1,"225 S 8th St",39.9474,-75.1543,4,5,57
4V68pwEu5Df9tWU5sWOcWg,"Advance Auto Parts",80,"4269 Mariner Blvd",28.4928,-82.5413,3.5,3,5
4v80RWA1_BvIQRfp3XLoFA,"Extended Stay America - Tucson - Grant Road",4,"5050 E. Grant Rd.",32.25,-110.885,1.5,5,41
4VaDEdlN33O2zXeYEs-8Zw,"Winner's Corner Express Car Wash",27,"2805 N McCarran Blvd",39.5557,-119.753,2,3,11
4VaEkCFqCsk656jQxPpUpw,Wawa,403,"406 Germantown Pk",40.0924,-75.2616,3,1,19
4VCJjo_7xrHSdRSpa2N3Ww,"Popeyes Louisiana Kitchen",187,"3550 Murfreesboro Pike",36.052,-86.6156,2,1,16
4veDAzJk5OPr4rpWxZF-GQ,"Springfield Veterinary Hospital and Dental Clinic",83,"450 Baltimore Pike",39.921,-75.3236,3.5,2,10
4VGEq2AHUw3uP2L51S8raw,"Cafe Scalessas",99,"504 Greenhill Ave",39.7529,-75.579,3.5,1,7
4vhAx3YhAtMydqo_O3qpPg,"Peoples Choice Restaurant & Deli",213,"801 Prospect St",40.2341,-74.7728,4,1,5
4viOlb1jGDJUHmv8C5o2GQ,"Papps Pizza",1,"6001 Hazelhurst St",39.9826,-75.2417,3,1,25
4VkvfkHWYP7j_6vfz4udrA,Walmart,402,"4600 Roosevelt Blvd, Bldg G",40.0315,-75.0994,1.5,4,41
4VLMwGoQpbN9KfFzoD-NDQ,"Replenish IV Solutions",13,"3601 Madaca Ln, Unit 3601",28.0837,-82.5014,4.5,2,5
4Vm6ZyYaUpOI2i7tgjgkbw,"Certified Brake & Alignment",7,"411 Gentry Way",39.4955,-119.792,5,3,18
4VOk6JPW0ipfpfjXqlIfpw,"Pan Mee House",6,"6066 E 82nd St",39.906,-86.064,4.5,1,42
4VOn8e9ui_58_F0zVQyH_Q,"Seehra Automotive",30,"6631 Olive Blvd",38.6631,-90.3057,5,3,12
4vPwcn1__aAev4ehF2UhDw,"Jim Browne Chevrolet",13,"11300 N Florida Ave",28.0525,-82.4608,2.5,3,68
4Vsa7tXojqt7IC-zjBkScQ,"Second Specs",12,"8882-170 Street, Suite 2348",53.5229,-113.626,5,4,8
4vsN8PsrIyOz0wDPsrPZFA,"FieldHouse Jones",8,"811 Main St",36.1759,-86.7578,5,5,12
4VW4_ghjdYw0Wl40Voa9cw,"Delgado's Mexican Foods",85,"4401 Carpinteria Ave",34.4021,-119.53,3.5,1,236
4VXVP21v4Xec6C2mnnBnGw,"Archie's Giant Hamburgers & Breakfast",7,"2195 N Virginia St",39.549,-119.822,4,1,597
4vy8j-L9zXXFH_wh2sVzAw,"Bower Cafe",1,"263 S 10th St",39.9466,-75.1576,4.5,1,56
4w_TG6uA5bIxnC5tpkOb3g,"The Marigny Brasserie",16,"640 Frenchmen St",29.9644,-90.0579,3.5,1,648
4w-aMIjkibCzBlkJNs8v5w,"Chateau Nova Kingsway",12,"159 Airport Road",53.5674,-113.519,2.5,1,7
4W0DalIOGKQKcxGfTe8Gbw,"Joe's Shelby Street Diner",6,"3623 Shelby St",39.7131,-86.1391,4,1,55
4W38r716n6ZBajtzL66Jew,"Holiday Inn Express Indianapolis South",6,"5151 S E St",39.6912,-86.1481,3,5,41
4w9gqF2-jPHQ6YR8LI8KIA,"Mr Bottle Beverage",43,"521 Lancaster Ave",40.0478,-75.4362,5,1,5
4WAgExw8IOQ_mcN1DUy4Iw,"Benjamin's On 10th",99,"204 W 10th St",39.7461,-75.5493,4,1,13
4wbehJg8c0eFnVhQpbXyCA,"Domino's Pizza",318,"1 Berlin Rd",39.8059,-74.9897,4.5,1,6
4wDo72kKuceoLw8Uu_Y_RQ,"Pia's Trattoria",128,"3054 Beach Blvd",27.7391,-82.7076,4.5,1,709
4wE8lA7kXx9nFL5oddp0oQ,"Tanoor & Kabab",6,"5308 N Keystone Ave",39.8498,-86.1225,4,1,8
4wikimA5YAjdypjeJL1dkw,"Motorsports Auto Group",185,"4824 Alt 19",28.1203,-82.7624,3,3,6
4WJqHhAq_CbtpzNiUuE9Eg,"Cinder Bar",447,"119 Berkley Rd",39.8146,-75.225,4,1,298
4wJRUOktjDQHXkjgDaPzVw,"Paddy O'Sullivan's Pub & Burger",285,"6101 Gulf Blvd",27.7334,-82.7454,3,1,11
4WKAZI5MkQ_QsrN5gX071w,"Race To Taste Curbside Grill",95,"Main St",40.1156,-75.3475,3.5,1,5
4wkr_EofolUrOUsq9XQ-Cg,"Panda Express",27,"287 Los Altos Parkway, SUITE #113  (H-6)",39.5835,-119.739,2.5,1,72
4wmBs36oJEpBl8-yQKZntQ,"Bonnie's Flowers",204,"517 W Butler Ave",40.2681,-75.2266,5,4,11
4wqoHIhvcH8KagsYOXH_hQ,eegee's,4,"7235 E Golf Links Rd",32.1926,-110.832,3,1,66
4wttS7PpLHlwstXcyhVkug,"Skate Center Smyrna",48,"1505 Plaza Dr",35.9948,-86.5258,3.5,4,9
4wuPcxmaE2SGQ0a4TPmXew,"Sincera Reproductive Medicine",169,"1245 Highland Ave, Ste 404, Abington Memorial Hospital, Price Medical Building",40.1337,-75.1226,2.5,2,27
4wvnDUzG76iRlRAOLIoqfw,"Tom Wood Subaru",6,"3300 E 96th St",39.9283,-86.1093,4,3,110
4wX_7wJGjWb10IMJAUJ8gA,"The Wardrobe - Philadelphia",1,"413 N 4th St",39.9582,-75.1452,4.5,4,59
4WzxXeRYrWiVZgiUVFeZrQ,"Scott Dentistry",6,"5501 E 71st St, Ste 3",39.8827,-86.075,4.5,2,8
4X_-18QYn1mitVpaeua1CQ,"MIZU Sushi Bar",1,"133 S 20th St",39.9509,-75.1737,3.5,1,112
4x_DhrjTcrpieMkbrrCU-g,"Miller's Ale House",1,"2100 S Columbus Blvd",39.9202,-75.1417,3.5,1,132
4x_dY7y_xTW20OYf-18EtA,"Skyway Studios",8,"3201 Dickerson Pike",36.2339,-86.7564,3.5,4,6
4x3PvIyHchzq-_RXl45Ifw,"E+ROSE Wellness Bodega of Wedgewood - Houston",8,"610 Merritt Ave",36.1405,-86.7704,5,2,14
4X3w1wFm-qWDwr95Prspew,"Domino's Pizza",308,"11362 Lebanon Rd",36.2306,-86.5163,2,1,6
4x4CErUAcFKzqoD-i_qF9w,"Insty Tune & Lube",13,"14783 N Dale Mabry Hwy",28.082,-82.5057,3.5,3,18
4X9pspgb96YgIuPF4k6DTA,"Ricky's Pancake House",277,"1118 N Avon Ave",39.7791,-86.401,4,1,24
4xe0xyglAp3YkMQ8xrmJtg,"Robbin L. Cramer, DMD",216,"978 Dekalb Pike",40.1657,-75.2913,3.5,2,17
4XJVBK3cYH7qNp5IUJ-Flg,"Famoso Neapolitan Pizzeria",12,"15745 97th Street NW",53.6227,-113.492,4,1,16
4xms8NaJgu_YFXhvR78w9Q,"Cadence Cycling Centers- Manayunk",1,"3740 Main St",40.0156,-75.2111,4.5,4,32
4xNBm3oGqSryXvvl2X3TuQ,"Shephard's Ocean Flame",199,"619 S Gulfview Blvd",27.9671,-82.8269,3,1,254
4xob9Th5Tkr-Jn_EfcY1WA,Spectrum,7,"5150 Mae Anne, Ste 406",39.5314,-119.866,1.5,4,10
4xqsvnZtjE7FgIMvSXrviw,"Scoop DeVille",1,"111 S Independence Mall E",39.9499,-75.1485,4,1,31
4xSoCvHcFLoZW8tyxMqrpw,"Rollin' Zoinks",13,,27.9553,-82.4563,4,1,23
4XvpGUMB7XVU_XO13ULk4Q,"Mountain and Sea Dental",21,"2780 State St, Ste 6",34.4387,-119.724,4.5,2,13
4xyvhW5PFoZxgHZcMuEn3w,"Mobile Leather Repair",8,"939 4th Ave S",36.1493,-86.7699,5,3,8
4y0DlszRtjZHvFSUYOvaxQ,Dunkin',102,"16-B Polly Drummond Hill Rd",39.7195,-75.7108,2.5,1,9
4y7BlEqWDN_Qvk1j8-mWzA,"Juan More Tamale",30,"730 Carroll St",38.6106,-90.201,4,1,8
4Y84551O9LXWL8cBVWRWEQ,"Twist Smokeshop & Kava Bar",52,"1260 E Brandon Blvd",27.9378,-82.2651,3.5,4,9
4yBeWUqxuru02oZccjDN7Q,"Taqueria Altamirano",21,"217 E Anacapa St",34.4154,-119.691,4.5,1,12
4ybvOg4EgKtsefw8Lif00A,"Midnight Waxers Mobile Detailing",13,,27.9262,-82.4563,4.5,3,15
4YCTMWXcqAl91ZCVBGOrVA,"Don's Meat Market",30,"4012 S Broadway",38.582,-90.2275,4,1,13
4YDg3XicduxyQZ_qQvHYLg,"Cafe Soleil",6,"720 Eskenazi Ave",39.7777,-86.1841,4.5,1,20
4Ye_rSE-PiyWBZljASqwNQ,"DaVinci's Gourmet Pizza",8,"1812 Hayes St",36.1537,-86.7979,3.5,1,19
4YJ3tK7rMpAr17AfM5jeKw,"Denim Den",16,"700 Canal St",29.953,-90.0694,3.5,4,6
4yjg0NlNYjTwmrhIb5TqSg,"Fruit Fondue",13,"9904 W Linebaugh",28.0444,-82.5973,3,1,8
4yJunRwTaGQ_6exao4K9hg,"Al Basha Restaurant & Grocery",75,"11321 Village Sq Ln",39.9518,-86.0404,4,1,147
4YoVUmkpUBNtdYa804Wzvg,"The Patterson House",8,"1711 Division St",36.1513,-86.7941,4.5,1,1192
4yqNu3wzBQDaUBRhiPNuYw,"Next Step Counseling",4,"2302 E Speedway, Ste 208",32.2357,-110.938,2,2,5
4YR5BZLpsHUj78uOZsooog,"Idea Factory",16,"838 Chartres St",29.9589,-90.0623,4.5,4,11
4YRyz0A4fF1MHTILIoAIiw,"Walsh's No Frills",12,"10126 - 150th Street NW",53.5415,-113.58,3,1,8
4Ys7xbHfIKiCWRw2_7gJ-Q,"Llanerch Diner",301,"95 E Township Line Rd",39.9689,-75.2931,2.5,1,219
4ywzuZb43fy3t8Nd5puvuw,"Rocco's Pizza Restaurant",80,"4369 Commercial Way",28.4945,-82.5995,4,1,63
4yxS1sLRoABSmU-k5dXdwg,"Sushi Lover",7,"400 W 5th St",39.5299,-119.82,3.5,1,213
4yXtHWw7QSW1VVbTWIAHzA,"Ely Pork Products",166,"401 Woodhill Rd",40.2969,-74.9021,5,1,31
4Yz5_OpFSDH4MFdBrNypcg,"Clusters Bucks County Caramel Corn",287,"7 W Bridge St",40.3643,-74.9516,5,1,6
4yZaF0Nbx36DDwT2myLGSw,"Salad Society & Society of Burgers",98,"137 Egg Harbor Rd",39.7798,-75.0981,4,1,71
4Z1JcQtw8dUO97sezLPo7g,"The Melting Pot",13,"13164 N Dale Mabry Hwy",28.0666,-82.5071,4,1,164
4Z2T5UGalIkjlOIrlBrd8Q,"Barrio Brewing Company",4,"7250 S Tucson Blvd",32.1203,-110.937,4.5,1,5
4z6HgjucE78RrbfwDqtGkg,"Jimmy John's",116,"750 4th St N",27.7801,-82.6387,2.5,1,33
4ZaYKh2zZsSFSvcNM9zwFg,"Murray's Shaved Ice",30,"3407 Watson Rd",38.6011,-90.2999,4.5,1,25
4ZEQ2PfSYEyFLOt4JNKxHg,"Riverview Fresh Market",33,"9613 US Hwy 301 S",27.8585,-82.3273,3.5,1,56
4zEqYybRD1FQssLGaJnNZA,"The Blockley",1,"3801 Chestnut St",39.9556,-75.199,3.5,1,55
4zhRzZSDhRLYQL2SxBtnrQ,"Hyde Park Village",13,"744 South Village Cir",27.9362,-82.4752,4.5,1,103
4zJVArGwW2kRSGelGiKheA,"Zionsville Olive Oil",254,"31 E Pine St",39.9499,-86.261,5,1,6
4zK5zmIqQxeDgetjoRmkrQ,"Brotherly Grub",1,"7135 Germantown Ave",40.0594,-75.1902,4,1,22
4ZKAGQ2U8M4mtONcAg42cQ,"Lucky's Last Chance",1,"848 S 2nd St",39.9363,-75.1469,4.5,1,130
4zLIfGvxwoXPt2I18iRbEA,"Flowers By Yvonne",113,"932 Woodbourne Rd",40.1689,-74.8787,4.5,4,13
4ZlN6eYRLggUvGa1aX1Ozg,"Dean A Aman, LPCMH",102,"260 Chapman Rd",39.6687,-75.6731,2.5,2,5
4zNKXBecPBoFhC5EqKsp-A,"Ewelina Szyszka, DDS, PA",2,"1243 Lakeview Rd",27.9496,-82.7856,3.5,2,5
4zO8hLVYW5s4C1hAMnj6Kg,"Casa Grande Mexican Grill",6,"5899 E 86th St",39.9118,-86.0677,3.5,1,19
4ZoDZv9X9YObQJmWpvIM6g,"The Specialists",4,"4351 N Fairview Ave",32.2859,-110.987,4,3,41
4ZP2jcqLM-hfJxepuymPPg,WW,8,"601 Thompson Ln",36.1104,-86.7526,2.5,2,5
4Zqjjb_nsqbfoBVHuvLYnA,"Varsity Club - Tucson",4,"3855 E Speedway Blvd",32.2367,-110.91,4,5,34
4zR1WBumC9n8WphzboVWtQ,"Bagel Express Mini Mart",97,"327 Mullica Hill Rd",39.7112,-75.1267,4.5,1,5
4ZVVjtIodhDyIuP_Ttva5g,"Tj's Pizzeria",87,"209 S Burnt Mill Rd",39.8545,-75.007,4.5,1,15
4ZZiwft_HKQb7qNWtrlR4A,"Myrtle Avenue Pediatrics",2,"613 S Myrtle Ave",27.9588,-82.7954,3.5,2,11
5_5X7seqU-GXpcbc1qvv2A,"The Bakers at Red Lion",14,"327 East St Rd",39.8782,-75.6833,5,1,19
5_E48PwouDbXxsH0XyvVMg,"The Little Greek Corner",189,"1914 Bowles Ave",38.5402,-90.4687,4.5,1,61
5_ei_4R1R8hvwhzdDBUOhA,"DSW Designer Shoe Warehouse",205,"2000 Clements Bridge",39.841,-75.0909,3.5,4,12
5_k3Ai_WnByfr0RKmRqHhg,"The Home Depot",1,"2539 Castor Ave",39.9925,-75.0915,2,4,36
5_lHrhDPLhYE8Ri1bCy7JQ,"Visionworks Montgomery Mall",167,"230 Montgomery Mall",40.2344,-75.2443,2.5,4,20
5_NbrintIp0wvLzJUQyX_A,"Beck W Barry, DDS, MD",8,"5802 Nolensville Pike, Ste 202",36.0443,-86.7124,4.5,2,7
5_sby6qh9I6rwnSuoURSaQ,"Nordstrom The Plaza at King of Prussia",37,"190 N Gulph Rd",40.0868,-75.3921,3.5,4,105
5_t9OkeaQQGcPH8212YDBQ,"Burger King",13,"20590 Bruce B Downs Blvd",28.1679,-82.3542,2.5,1,8
5-aqt6yXDtV5p6vliEBxVQ,McDonald's,16,"3321 Saint Charles Ave",29.9288,-90.0911,1.5,1,71
5-dWo4XpHMZiOcQn-v7_Bg,Autozone,95,"2551 W Main St",40.1421,-75.3887,5,3,8
5-eJDFNiwlSwu9xIbNG3JQ,"Sandy Beach Vacation Rentals",122,"13027 Park Blvd",27.8443,-82.8189,4,5,11
5-EypFrTq9fkNCcnEWo7Ow,"Moe's Southwest Grill",86,"4011 Tampa Rd, Ste 14",28.0376,-82.658,2.5,1,48
5-F3GQv6WHkHZPqyi1l-RQ,"Quik Wok Restaurant",42,"3055 E Fairview Ave",43.619,-116.358,2,1,45
5-Hfac5fWSlfIDMS-1LPdg,"Meineke Car Care Center",165,"9100 Manchester Rd",38.6121,-90.355,4,3,12
5-HPQP4UlNgmq0ejihbxuQ,"Coffee and Coconuts",41,"4000 Hughes Crossing, Ste 120",35.8622,-86.8449,4,1,124
5-nNDXuH0KUj31oo1RqQXQ,"Taco Mondo",1,"2965-2999 Market St",39.9549,-75.1824,4,1,25
5-pMvc-wCl1kT7bN4-bFyw,"Thurman Grill",30,"4069 Shenandoah Ave",38.6108,-90.2512,3,1,35
5-W8khNMW8e4hR2ul1s8ew,"Johnny's Pizza",42,"1526 N Main St",43.6176,-116.391,4,1,37
5-ZJE7qEtgGzypWNs9ausA,"Holiday Inn Indianapolis Downtown",6,"515 S W St",39.7602,-86.167,1.5,5,14
502_oIIGv3G7ZHXUeMiZvA,"Johnny Rock's Grill",1,"8601 Frankford Ave",40.0462,-75.0151,4,1,40
503wlnMyea7Hmrt4fuOVVg,Visionworks,90,"3301 4th St N",27.8025,-82.6383,4,4,47
505_t-5PiFoffSBjDBBKdw,"Ponderosa Pediatrics",7,"6512 S McCarran Blvd, Ste D",39.4764,-119.799,5,2,12
507xiTmM0qBUZ7J_1ClDHQ,"Amici Milano",213,"600 Chestnut Ave",40.2109,-74.7462,4,1,36
50CB6Pl8YdeN3CyOHvpmNg,"AAA Greenwood / Southport Office",6,"1309 E Stop 11 Rd",39.6493,-86.1349,3,5,11
50HEqMZDL2Xsh2UzvBNepQ,"Abc Resurfacing",4,"2775 N Dos Mujeres Ave",32.2576,-110.828,5,4,7
50mWV40JHQnUM40Ei0TtxQ,"Al Sultan International Gourmet Market",1,"1545 W Passyunk Ave",39.9252,-75.1726,5,1,6
50Q2uIgwUqmWGLjn_1HSlg,"Hayman Jewelry Co",13,"305 E Madison St",27.9483,-82.4579,5,4,35
50QTrfSrow-F2Avsjabl8w,"Piekutowski's European Style Sausage",30,"4100 N Florissant Ave",38.6643,-90.2071,4,1,22
50s2RbJMKAMqFGO4wFszJw,"Valeria's Comida Mexicana",321,"13105 E Colossal Cave Rd",32.0472,-110.713,4.5,1,56
50U2XFZe8ZmGb4zxvwR-zA,"Taco Bell",6,"2390 E Stop 11 Rd",39.6508,-86.1218,3,1,15
50w0JG2TggLBmVbS86aQWQ,"Dave's Diner",368,"2823 High Ridge Blvd",38.4636,-90.5314,4,1,27
50Wq-iUqCCpMfkhXHCHGsw,"Abra Auto Body Repair of America",6,"3800 S East St",39.7112,-86.15,4.5,3,16
50yKOLjTxUXKkLVYrAHRAw,"Reed's 1 Ice Cream",4,"6129 E Broadway",32.2222,-110.861,3,1,5
515Zulig9zCFH3fdHeSN4g,"Days Inn by Wyndham White House",496,"1009 Highway 76",36.4677,-86.6893,1.5,5,10
51DGUAxhAw5Tg56Sg3QLvg,"Mario's Pizza",1,"7700 Crittenden St",40.0725,-75.1945,3,1,58
51jq-1D2WyWfJ3pJGZZODQ,Porch,458,"2346 Lillie Ave",34.4216,-119.599,4.5,4,17
51pgAUQ6aIdZEfSXiG39VQ,"Prodigy Burger & Bar",6,"8923 S Meridian St, Ste A1",39.6361,-86.1576,3,1,48
51yV__LuSawlYDNSYpvdfA,Wendy's,133,"11961 Paul Mayer",38.747,-90.4221,2,1,15
5244y7JUUHKjyHY7I8EBLQ,"Costco Tire Department",27,"4810 Galleria Pkwy",39.5792,-119.739,2.5,3,18
526Hf7OTiYkGibtqwpAESA,"Brio Bakery",12,"12021 102 Avenue Nw, Suite 104",53.5429,-113.531,4.5,1,7
52d1KyaFqpwAQHkN2JJuFw,"Halteman Family Meats",1,"51 N 12th St",39.9532,-75.1591,5,1,32
52DsTBhg8NjKDQ6sVaqB7w,McDonald's,124,"906 Two Mile Pkwy",36.3001,-86.7,2,1,15
52gZqbialrbkWPyjjvI1Vg,"A Hot Pizza",12,"10828 102 Ave NW",53.5432,-113.508,2.5,1,19
